location,month,total_cases,new_cases,case_fatality_rate,total_deaths,new_deaths
Oceania,03,5212.0,5186.0,0.0036637099884303894,19.0,19.0
Oceania,04,8271.0,3059.0,0.03040209218698921,112.0,93.0
Oceania,05,8732.0,461.0,0.028199566160520606,125.0,13.0
Oceania,06,9477.0,745.0,0.0013422818791946308,126.0,1.0
Oceania,07,18941.0,9464.0,0.010566356720202874,226.0,100.0
Oceania,08,28058.0,9117.0,0.05045519359438412,686.0,460.0
Oceania,09,29510.0,1452.0,0.162534435261708,922.0,236.0
Oceania,10,30187.0,677.0,0.028064992614475627,941.0,19.0
Oceania,11,30693.0,506.0,0.001976284584980237,942.0,1.0
Oceania,12,31440.0,747.0,0.004016064257028112,945.0,3.0
Oman,02,6.0,6.0,,,
Oman,03,192.0,186.0,0.005376344086021506,1.0,1.0
Oman,04,2348.0,2156.0,0.00463821892393321,11.0,10.0
Oman,05,11437.0,9089.0,0.004180877984376719,49.0,38.0
Oman,06,40070.0,28633.0,0.004435441623301784,176.0,127.0
Oman,07,79159.0,39089.0,0.006267747959784083,421.0,245.0
Oman,08,85722.0,6563.0,0.04022550662806643,685.0,264.0
Oman,09,98585.0,12863.0,0.01943559045323797,935.0,250.0
Oman,10,114434.0,15849.0,0.01722506151807685,1208.0,273.0
Oman,11,123699.0,9265.0,0.023205612520237454,1423.0,215.0
Oman,12,128867.0,5168.0,0.014705882352941176,1499.0,76.0
Pakistan,02,4.0,4.0,,,
Pakistan,03,2118.0,2114.0,0.012771996215704825,27.0,27.0
Pakistan,04,18114.0,15996.0,0.024381095273818456,417.0,390.0
Pakistan,05,72460.0,54346.0,0.02071909616163103,1543.0,1126.0
Pakistan,06,213470.0,141010.0,0.020225515920856675,4395.0,2852.0
Pakistan,07,278305.0,64835.0,0.023999383049278938,5951.0,1556.0
Pakistan,08,295849.0,17544.0,0.019550843593251255,6294.0,343.0
Pakistan,09,312806.0,16957.0,0.01120481217196438,6484.0,190.0
Pakistan,10,333970.0,21164.0,0.016017766017766017,6823.0,339.0
Pakistan,11,400482.0,66512.0,0.01906422901130623,8091.0,1268.0
Pakistan,12,482178.0,81696.0,0.02552144535840188,10176.0,2085.0
Palestine,03,119.0,119.0,0.008403361344537815,1.0,1.0
Palestine,04,344.0,225.0,0.0044444444444444444,2.0,1.0
Palestine,05,448.0,104.0,0.009615384615384616,3.0,1.0
Palestine,06,2428.0,1980.0,0.0025252525252525255,8.0,5.0
Palestine,07,11837.0,9409.0,0.007864810288022106,82.0,74.0
Palestine,08,22729.0,10892.0,0.006426735218508998,152.0,70.0
Palestine,09,39899.0,17170.0,0.009260337798485731,311.0,159.0
Palestine,10,53520.0,13621.0,0.012627560384700096,483.0,172.0
Palestine,11,85647.0,32127.0,0.007750490241852647,732.0,249.0
Palestine,12,138004.0,52357.0,0.012758561414901542,1400.0,668.0
Panama,03,1181.0,1181.0,0.02540220152413209,30.0,30.0
Panama,04,6532.0,5351.0,0.02952719117921884,188.0,158.0
Panama,05,13463.0,6931.0,0.02135334006636849,336.0,148.0
Panama,06,33550.0,20087.0,0.01468611539801862,631.0,295.0
Panama,07,65256.0,31706.0,0.02491641960512206,1421.0,790.0
Panama,08,92982.0,27726.0,0.020955060232272955,2002.0,581.0
Panama,09,112595.0,19613.0,0.01886503849487585,2372.0,370.0
Panama,10,133598.0,21003.0,0.015616816645241156,2700.0,328.0
Panama,11,165806.0,32208.0,0.011767262791852955,3079.0,379.0
Panama,12,246790.0,80984.0,0.011644275412427145,4022.0,943.0
Papua New Guinea,03,1.0,1.0,,,
Papua New Guinea,04,8.0,7.0,,,
Papua New Guinea,05,8.0,0.0,,,
Papua New Guinea,06,11.0,3.0,,,
Papua New Guinea,07,72.0,61.0,0.03278688524590164,2.0,2.0
Papua New Guinea,08,459.0,387.0,0.007751937984496124,5.0,3.0
Papua New Guinea,09,534.0,75.0,0.02666666666666667,7.0,2.0
Papua New Guinea,10,589.0,55.0,0.0,7.0,0.0
Papua New Guinea,11,656.0,67.0,0.0,7.0,0.0
Papua New Guinea,12,780.0,124.0,0.016129032258064516,9.0,2.0
Paraguay,03,65.0,65.0,0.046153846153846156,3.0,3.0
Paraguay,04,266.0,201.0,0.03482587064676617,10.0,7.0
Paraguay,05,986.0,720.0,0.001388888888888889,11.0,1.0
Paraguay,06,2221.0,1235.0,0.004858299595141701,17.0,6.0
Paraguay,07,5338.0,3117.0,0.010266281681103625,49.0,32.0
Paraguay,08,17662.0,12324.0,0.022476468679000324,326.0,277.0
Paraguay,09,40758.0,23096.0,0.022990994111534466,857.0,531.0
Paraguay,10,63185.0,22427.0,0.024390243902439025,1404.0,547.0
Paraguay,11,82424.0,19239.0,0.018296169239565466,1756.0,352.0
Paraguay,12,107932.0,25508.0,0.019836913909361768,2262.0,506.0
Peru,03,1065.0,1065.0,0.028169014084507043,30.0,30.0
Peru,04,36976.0,35911.0,0.02843139984962825,1051.0,1021.0
Peru,05,164476.0,127500.0,0.027098039215686275,4506.0,3455.0
Peru,06,285213.0,120737.0,0.042828627512692875,9677.0,5171.0
Peru,07,407492.0,122279.0,0.07641541065923012,19021.0,9344.0
Peru,08,647166.0,239674.0,0.04075118702904779,28788.0,9767.0
Peru,09,811768.0,164602.0,0.02191953925225696,32396.0,3608.0
Peru,10,900180.0,88412.0,0.02279102384291725,34411.0,2015.0
Peru,11,962530.0,62350.0,0.024250200481154772,35923.0,1512.0
Peru,12,1015137.0,52607.0,0.033398597144866655,37680.0,1757.0
Philippines,01,1.0,1.0,,,
Philippines,02,3.0,2.0,0.5,1.0,1.0
Philippines,03,2084.0,2081.0,0.041806823642479576,88.0,87.0
Philippines,04,8488.0,6404.0,0.07495315427857589,568.0,480.0
Philippines,05,18086.0,9598.0,0.040529276932694314,957.0,389.0
Philippines,06,37514.0,19428.0,0.015904879555281037,1266.0,309.0
Philippines,07,93354.0,55840.0,0.013556590257879655,2023.0,757.0
Philippines,08,220819.0,127465.0,0.01204252147648374,3558.0,1535.0
Philippines,09,311694.0,90875.0,0.021414030261348006,5504.0,1946.0
Philippines,10,380729.0,69035.0,0.02487144202216267,7221.0,1717.0
Philippines,11,431630.0,50901.0,0.023005441936307734,8392.0,1171.0
Philippines,12,474064.0,42434.0,0.020078239147853137,9244.0,852.0
Poland,03,2311.0,2311.0,0.014279532669839896,33.0,33.0
Poland,04,12877.0,10566.0,0.057826992239257996,644.0,611.0
Poland,05,23786.0,10909.0,0.03850032083600697,1064.0,420.0
Poland,06,34393.0,10607.0,0.037616668237956064,1463.0,399.0
Poland,07,45688.0,11295.0,0.022399291722000884,1716.0,253.0
Poland,08,67372.0,21684.0,0.014895775687142593,2039.0,323.0
Poland,09,91514.0,24142.0,0.01963383315383978,2513.0,474.0
Poland,10,362731.0,271217.0,0.011496329507368638,5631.0,3118.0
Poland,11,990811.0,628080.0,0.018340020379569482,17150.0,11519.0
Poland,12,1294878.0,304067.0,0.03750489201393114,28554.0,11404.0
Portugal,02,,,,,
Portugal,03,7443.0,7443.0,0.02149670831653903,160.0,160.0
Portugal,04,25045.0,17602.0,0.04709692080445404,989.0,829.0
Portugal,05,32500.0,7455.0,0.05647216633132126,1410.0,421.0
Portugal,06,42141.0,9641.0,0.017218130899284305,1576.0,166.0
Portugal,07,51072.0,8931.0,0.017803157541148806,1735.0,159.0
Portugal,08,58012.0,6940.0,0.012536023054755043,1822.0,87.0
Portugal,09,75542.0,17530.0,0.008499714774671992,1971.0,149.0
Portugal,10,141279.0,65737.0,0.008153703393826916,2507.0,536.0
Portugal,11,298061.0,156782.0,0.01274380987613374,4505.0,1998.0
Portugal,12,413678.0,115617.0,0.020766842246382453,6906.0,2401.0
Qatar,02,1.0,1.0,,,
Qatar,03,781.0,780.0,0.002564102564102564,2.0,2.0
Qatar,04,13409.0,12628.0,0.0006335128286347799,10.0,8.0
Qatar,05,56910.0,43501.0,0.0006436633640605963,38.0,28.0
Qatar,06,96088.0,39178.0,0.001914339680432896,113.0,75.0
Qatar,07,110695.0,14607.0,0.004176079961662217,174.0,61.0
Qatar,08,118778.0,8083.0,0.002845478164048002,197.0,23.0
Qatar,09,125760.0,6982.0,0.0024348324262389,214.0,17.0
Qatar,10,132556.0,6796.0,0.00264861683343143,232.0,18.0
Qatar,11,138833.0,6277.0,0.0007965588657001752,237.0,5.0
Qatar,12,143834.0,5001.0,0.0015996800639872025,245.0,8.0
Romania,02,3.0,3.0,,,
Romania,03,2245.0,2242.0,0.036574487065120426,82.0,82.0
Romania,04,12240.0,9995.0,0.06353176588294147,717.0,635.0
Romania,05,19257.0,7017.0,0.07823856348867037,1266.0,549.0
Romania,06,26970.0,7713.0,0.04991572669518994,1651.0,385.0
Romania,07,50886.0,23916.0,0.0289346044489045,2343.0,692.0
Romania,08,87540.0,36654.0,0.03486659027664102,3621.0,1278.0
Romania,09,127572.0,40032.0,0.03007593924860112,4825.0,1204.0
Romania,10,241339.0,113767.0,0.01883674527762884,6968.0,2143.0
Romania,11,475362.0,234023.0,0.018643466667806155,11331.0,4363.0
Romania,12,632263.0,156901.0,0.028272605018451125,15767.0,4436.0
Russia,01,2.0,2.0,,,
Russia,02,2.0,0.0,,,
Russia,03,2337.0,2335.0,0.007280513918629551,17.0,17.0
Russia,04,106498.0,104161.0,0.01013815151544244,1073.0,1056.0
Russia,05,405843.0,299345.0,0.012093069869214452,4693.0,3620.0
Russia,06,646929.0,241086.0,0.019134250848245025,9306.0,4613.0
Russia,07,838461.0,191532.0,0.02418916943382829,13939.0,4633.0
Russia,08,992402.0,153941.0,0.02071572875322364,17128.0,3189.0
Russia,09,1170799.0,178397.0,0.019630374950251404,20630.0,3502.0
Russia,10,1606267.0,435468.0,0.016435191564018483,27787.0,7157.0
Russia,11,2275936.0,669669.0,0.017477291019891917,39491.0,11704.0
Russia,12,3127347.0,851411.0,0.01970846042628061,56271.0,16780.0
Rwanda,03,75.0,75.0,,,
Rwanda,04,243.0,168.0,,,
Rwanda,05,370.0,127.0,0.007874015748031496,1.0,1.0
Rwanda,06,1025.0,655.0,0.0015267175572519084,2.0,1.0
Rwanda,07,2022.0,997.0,0.003009027081243731,5.0,3.0
Rwanda,08,4063.0,2041.0,0.005389514943655071,16.0,11.0
Rwanda,09,4840.0,777.0,0.01673101673101673,29.0,13.0
Rwanda,10,5137.0,297.0,0.020202020202020204,35.0,6.0
Rwanda,11,5934.0,797.0,0.01756587202007528,49.0,14.0
Rwanda,12,8383.0,2449.0,0.017558187015108206,92.0,43.0
Saint Kitts and Nevis,03,8.0,8.0,,,
Saint Kitts and Nevis,04,15.0,7.0,,,
Saint Kitts and Nevis,05,15.0,0.0,,,
Saint Kitts and Nevis,06,15.0,0.0,,,
Saint Kitts and Nevis,07,17.0,2.0,,,
Saint Kitts and Nevis,08,17.0,0.0,,,
Saint Kitts and Nevis,09,19.0,2.0,,,
Saint Kitts and Nevis,10,19.0,0.0,,,
Saint Kitts and Nevis,11,22.0,3.0,,,
Saint Kitts and Nevis,12,32.0,10.0,,,
Saint Lucia,03,13.0,13.0,,,
Saint Lucia,04,17.0,4.0,,,
Saint Lucia,05,18.0,1.0,,,
Saint Lucia,06,19.0,1.0,,,
Saint Lucia,07,25.0,6.0,,,
Saint Lucia,08,26.0,1.0,,,
Saint Lucia,09,27.0,1.0,,,
Saint Lucia,10,78.0,51.0,,,
Saint Lucia,11,259.0,181.0,0.011049723756906077,2.0,2.0
Saint Lucia,12,353.0,94.0,0.031914893617021274,5.0,3.0
Saint Vincent and the Grenadines,03,1.0,1.0,,,
Saint Vincent and the Grenadines,04,16.0,15.0,,,
Saint Vincent and the Grenadines,05,26.0,10.0,,,
Saint Vincent and the Grenadines,06,29.0,3.0,,,
Saint Vincent and the Grenadines,07,54.0,25.0,,,
Saint Vincent and the Grenadines,08,60.0,6.0,,,
Saint Vincent and the Grenadines,09,64.0,4.0,,,
Saint Vincent and the Grenadines,10,74.0,10.0,,,
Saint Vincent and the Grenadines,11,85.0,11.0,,,
Saint Vincent and the Grenadines,12,121.0,36.0,,,
Samoa,11,2.0,2.0,,,
Samoa,12,2.0,0.0,,,
San Marino,02,1.0,1.0,,,
San Marino,03,236.0,235.0,0.11063829787234042,26.0,26.0
San Marino,04,569.0,333.0,0.04504504504504504,41.0,15.0
San Marino,05,671.0,102.0,0.00980392156862745,42.0,1.0
San Marino,06,698.0,27.0,0.0,42.0,0.0
San Marino,07,699.0,1.0,0.0,42.0,0.0
San Marino,08,715.0,16.0,0.0,42.0,0.0
San Marino,09,735.0,17.0,0.0,42.0,0.0
San Marino,10,928.0,196.0,0.0,42.0,0.0
San Marino,11,1612.0,684.0,0.005847953216374269,46.0,4.0
San Marino,12,2428.0,816.0,0.015931372549019607,59.0,13.0
Sao Tome and Principe,04,14.0,14.0,,,
Sao Tome and Principe,05,483.0,469.0,0.0255863539445629,12.0,12.0
Sao Tome and Principe,06,714.0,231.0,0.004329004329004329,13.0,1.0
Sao Tome and Principe,07,871.0,157.0,0.012738853503184714,15.0,2.0
Sao Tome and Principe,08,896.0,25.0,0.0,15.0,0.0
Sao Tome and Principe,09,911.0,15.0,0.0,15.0,0.0
Sao Tome and Principe,10,945.0,34.0,0.029411764705882353,16.0,1.0
Sao Tome and Principe,11,991.0,46.0,0.021739130434782608,17.0,1.0
Sao Tome and Principe,12,1014.0,23.0,0.0,17.0,0.0
Saudi Arabia,03,1563.0,1563.0,0.006397952655150352,10.0,10.0
Saudi Arabia,04,22753.0,21190.0,0.007173194903256253,162.0,152.0
Saudi Arabia,05,85261.0,62508.0,0.0054553017213796635,503.0,341.0
Saudi Arabia,06,190823.0,105562.0,0.010856179306947576,1649.0,1146.0
Saudi Arabia,07,275905.0,85082.0,0.014303848052467032,2866.0,1217.0
Saudi Arabia,08,315772.0,39867.0,0.025860987784383074,3897.0,1031.0
Saudi Arabia,09,334605.0,18833.0,0.04624860617002071,4768.0,871.0
Saudi Arabia,10,347282.0,12677.0,0.05001183245247298,5402.0,634.0
Saudi Arabia,11,357360.0,10078.0,0.04901766223457035,5896.0,494.0
Saudi Arabia,12,362741.0,5381.0,0.06076937372235644,6223.0,327.0
Senegal,02,,,,,
Senegal,03,175.0,175.0,,,
Senegal,04,933.0,758.0,0.011873350923482849,9.0,9.0
Senegal,05,3645.0,2712.0,0.012168141592920354,42.0,33.0
Senegal,06,6793.0,3148.0,0.022236340533672173,112.0,70.0
Senegal,07,10232.0,3439.0,0.027042744984006977,205.0,93.0
Senegal,08,13611.0,3379.0,0.02337969813554306,284.0,79.0
Senegal,09,14982.0,1371.0,0.019693654266958426,311.0,27.0
Senegal,10,15616.0,634.0,0.02050473186119874,324.0,13.0
Senegal,11,16089.0,473.0,0.019027484143763214,333.0,9.0
Senegal,12,19140.0,3051.0,0.025237627007538514,410.0,77.0
Serbia,02,,,,,
Serbia,03,900.0,900.0,0.017777777777777778,16.0,16.0
Serbia,04,9009.0,8109.0,0.020101122209890247,179.0,163.0
Serbia,05,11412.0,2403.0,0.02663337494798169,243.0,64.0
Serbia,06,14564.0,3152.0,0.010786802030456852,277.0,34.0
Serbia,07,25552.0,10988.0,0.02693847834000728,573.0,296.0
Serbia,08,31406.0,5854.0,0.023915271609156134,713.0,140.0
Serbia,09,33551.0,2145.0,0.016783216783216783,749.0,36.0
Serbia,10,46954.0,13403.0,0.005297321495187644,820.0,71.0
Serbia,11,175438.0,128484.0,0.006101927088197752,1604.0,784.0
Serbia,12,337923.0,162485.0,0.009890143705572823,3211.0,1607.0
Seychelles,03,10.0,10.0,,,
Seychelles,04,11.0,1.0,,,
Seychelles,05,11.0,0.0,,,
Seychelles,06,81.0,70.0,,,
Seychelles,07,114.0,33.0,,,
Seychelles,08,136.0,22.0,,,
Seychelles,09,144.0,8.0,,,
Seychelles,10,153.0,9.0,,,
Seychelles,11,183.0,30.0,,,
Seychelles,12,256.0,73.0,,,
Sierra Leone,03,1.0,1.0,,,
Sierra Leone,04,124.0,123.0,0.056910569105691054,7.0,7.0
Sierra Leone,05,861.0,737.0,0.052917232021709636,46.0,39.0
Sierra Leone,06,1462.0,601.0,0.02329450915141431,60.0,14.0
Sierra Leone,07,1823.0,361.0,0.019390581717451522,67.0,7.0
Sierra Leone,08,2022.0,199.0,0.01507537688442211,70.0,3.0
Sierra Leone,09,2231.0,209.0,0.009569377990430622,72.0,2.0
Sierra Leone,10,2366.0,135.0,0.014814814814814815,74.0,2.0
Sierra Leone,11,2412.0,46.0,0.0,74.0,0.0
Sierra Leone,12,2611.0,199.0,0.010050251256281407,76.0,2.0
Singapore,01,13.0,13.0,,,
Singapore,02,102.0,89.0,,,
Singapore,03,926.0,824.0,0.0036407766990291263,3.0,3.0
Singapore,04,16169.0,15243.0,0.000787246604999016,15.0,12.0
Singapore,05,34884.0,18715.0,0.00042746460058776383,23.0,8.0
Singapore,06,43907.0,9023.0,0.0003324836528870664,26.0,3.0
Singapore,07,52205.0,8298.0,0.00012051096649795132,27.0,1.0
Singapore,08,56812.0,4607.0,0.0,27.0,0.0
Singapore,09,57765.0,953.0,0.0,27.0,0.0
Singapore,10,58015.0,250.0,0.004,28.0,1.0
Singapore,11,58218.0,203.0,0.0049261083743842365,29.0,1.0
Singapore,12,58599.0,381.0,0.0,29.0,0.0
Slovakia,03,363.0,363.0,,,
Slovakia,04,1396.0,1033.0,0.022265246853823813,23.0,23.0
Slovakia,05,1521.0,125.0,0.04,28.0,5.0
Slovakia,06,1667.0,146.0,0.0,28.0,0.0
Slovakia,07,2292.0,625.0,0.0016,29.0,1.0
Slovakia,08,3917.0,1625.0,0.0024615384615384616,33.0,4.0
Slovakia,09,10141.0,6224.0,0.002410025706940874,48.0,15.0
Slovakia,10,57664.0,47523.0,0.003598257685752162,219.0,171.0
Slovakia,11,105929.0,48265.0,0.01284574743603025,839.0,620.0
Slovakia,12,179543.0,73614.0,0.017646099926644388,2138.0,1299.0
Slovenia,02,,,,,
Slovenia,03,802.0,802.0,0.018703241895261846,15.0,15.0
Slovenia,04,1429.0,627.0,0.12121212121212122,91.0,76.0
Slovenia,05,1473.0,44.0,0.38636363636363635,108.0,17.0
Slovenia,06,1600.0,127.0,0.023622047244094488,111.0,3.0
Slovenia,07,2156.0,556.0,0.014388489208633094,119.0,8.0
Slovenia,08,2883.0,727.0,0.01925722145804677,133.0,14.0
Slovenia,09,5690.0,2807.0,0.006056287851799074,150.0,17.0
Slovenia,10,34307.0,28617.0,0.006569521613027222,338.0,188.0
Slovenia,11,75814.0,41507.0,0.026429276989423472,1435.0,1097.0
Slovenia,12,122152.0,46338.0,0.02723466701195563,2697.0,1262.0
Solomon Islands,10,8.0,8.0,,,
Solomon Islands,11,17.0,9.0,,,
Solomon Islands,12,17.0,0.0,,,
Somalia,03,5.0,5.0,,,
Somalia,04,601.0,596.0,0.04697986577181208,28.0,28.0
Somalia,05,1976.0,1375.0,0.03636363636363636,78.0,50.0
Somalia,06,2924.0,948.0,0.012658227848101266,90.0,12.0
Somalia,07,3212.0,288.0,0.010416666666666666,93.0,3.0
Somalia,08,3310.0,98.0,0.05102040816326531,98.0,5.0
Somalia,09,3588.0,278.0,0.0035971223021582736,99.0,1.0
Somalia,10,3941.0,353.0,0.014164305949008499,104.0,5.0
Somalia,11,4451.0,510.0,0.01764705882352941,113.0,9.0
Somalia,12,4714.0,263.0,0.06463878326996197,130.0,17.0
South Africa,02,,,,,
South Africa,03,1353.0,1353.0,0.003695491500369549,5.0,5.0
South Africa,04,5647.0,4294.0,0.022822543083372147,103.0,98.0
South Africa,05,32683.0,27036.0,0.021452877644621986,683.0,580.0
South Africa,06,151209.0,118526.0,0.016654573680036446,2657.0,1974.0
South Africa,07,493183.0,341974.0,0.01563861580120126,8005.0,5348.0
South Africa,08,627041.0,133858.0,0.04589938591641889,14149.0,6144.0
South Africa,09,674339.0,47298.0,0.05465347371981902,16734.0,2585.0
South Africa,10,725452.0,51113.0,0.04973294465204547,19276.0,2542.0
South Africa,11,790004.0,64552.0,0.034995042756227536,21535.0,2259.0
South Africa,12,1057161.0,267157.0,0.025954775656262048,28469.0,6934.0
South America,02,4.0,4.0,0.0,,0.0
South America,03,14492.0,14488.0,0.025952512424075095,376.0,376.0
South America,04,180235.0,165743.0,0.0508860102689103,8810.0,8434.0
South America,05,901684.0,721449.0,0.04334748540783895,40083.0,31273.0
South America,06,2228423.0,1326739.0,0.03413406856962824,85370.0,45287.0
South America,07,4101837.0,1873414.0,0.031068413068334067,143574.0,58204.0
South America,08,6301683.0,2199846.0,0.02666323006246801,202229.0,58655.0
South America,09,8064429.0,1762746.0,0.02883682617915457,253061.0,50832.0
South America,10,9664785.0,1600356.0,0.02602358475239259,294708.0,41647.0
South America,11,11130276.0,1465491.0,0.020919268695611233,325365.0,30657.0
South America,12,13194159.0,2063883.0,0.018065946567707568,362651.0,37286.0
South Korea,01,11.0,10.0,,,
South Korea,02,3150.0,3139.0,0.005097164702134438,16.0,16.0
South Korea,03,9786.0,6636.0,0.022001205545509342,162.0,146.0
South Korea,04,10774.0,988.0,0.08704453441295547,248.0,86.0
South Korea,05,11503.0,729.0,0.03155006858710562,271.0,23.0
South Korea,06,12850.0,1347.0,0.008166295471417966,282.0,11.0
South Korea,07,14336.0,1486.0,0.01278600269179004,301.0,19.0
South Korea,08,20182.0,5846.0,0.00393431406089634,324.0,23.0
South Korea,09,23889.0,3707.0,0.024548152144591315,415.0,91.0
South Korea,10,26635.0,2746.0,0.018572469045884922,466.0,51.0
South Korea,11,34652.0,8017.0,0.007484096295372334,526.0,60.0
South Korea,12,61769.0,27117.0,0.01441899915182358,917.0,391.0
South Sudan,04,35.0,35.0,,,
South Sudan,05,994.0,959.0,0.010427528675703858,10.0,10.0
South Sudan,06,2007.0,1013.0,0.027640671273445213,38.0,28.0
South Sudan,07,2322.0,315.0,0.025396825396825397,46.0,8.0
South Sudan,08,2527.0,205.0,0.004878048780487805,47.0,1.0
South Sudan,09,2704.0,177.0,0.011299435028248588,49.0,2.0
South Sudan,10,2905.0,201.0,0.04477611940298507,58.0,9.0
South Sudan,11,3109.0,204.0,0.014705882352941176,61.0,3.0
South Sudan,12,3558.0,449.0,0.004454342984409799,63.0,2.0
Spain,02,45.0,45.0,,,
Spain,03,95923.0,95878.0,0.08827885437743799,8464.0,8464.0
Spain,04,213435.0,117512.0,0.13682857920893185,24543.0,16079.0
Spain,05,239479.0,26044.0,0.09921671018276762,28752.0,2584.0
Spain,06,249271.0,9792.0,0.12540849673202614,28355.0,1228.0
Spain,07,288522.0,39251.0,0.0022929352118417367,28445.0,90.0
Spain,08,462858.0,174336.0,0.003722696402349486,29094.0,649.0
Spain,09,769188.0,306330.0,0.008804230731564,31791.0,2697.0
Spain,10,1185678.0,416490.0,0.009812960695334822,35878.0,4087.0
Spain,11,1648187.0,462509.0,0.01987204573316411,45069.0,9191.0
Spain,12,1928265.0,280078.0,0.020594263026728267,50837.0,5768.0
Sri Lanka,01,1.0,1.0,,,
Sri Lanka,02,1.0,0.0,,,
Sri Lanka,03,143.0,142.0,0.014084507042253521,2.0,2.0
Sri Lanka,04,663.0,520.0,0.009615384615384616,7.0,5.0
Sri Lanka,05,1633.0,970.0,0.003092783505154639,10.0,3.0
Sri Lanka,06,2047.0,414.0,0.0024154589371980675,11.0,1.0
Sri Lanka,07,2815.0,768.0,0.0,11.0,0.0
Sri Lanka,08,3049.0,234.0,0.004273504273504274,12.0,1.0
Sri Lanka,09,3380.0,331.0,0.0030211480362537764,13.0,1.0
Sri Lanka,10,10663.0,7283.0,0.0009611423863792394,20.0,7.0
Sri Lanka,11,23987.0,13324.0,0.007355148604022816,118.0,98.0
Sri Lanka,12,43299.0,19312.0,0.004453189726594863,204.0,86.0
Sudan,03,7.0,7.0,0.2857142857142857,2.0,2.0
Sudan,04,375.0,368.0,0.07880434782608696,31.0,29.0
Sudan,05,4800.0,4425.0,0.0576271186440678,286.0,255.0
Sudan,06,9372.0,4572.0,0.06255468066491689,572.0,286.0
Sudan,07,11579.0,2207.0,0.07884005437245128,746.0,174.0
Sudan,08,13189.0,1610.0,0.04782608695652174,823.0,77.0
Sudan,09,13646.0,457.0,0.028446389496717725,836.0,13.0
Sudan,10,13804.0,158.0,0.006329113924050633,837.0,1.0
Sudan,11,18045.0,4241.0,0.097146899316199,1249.0,412.0
Sudan,12,25500.0,7455.0,0.02937625754527163,1468.0,219.0
Suriname,03,9.0,9.0,,,
Suriname,04,10.0,1.0,1.0,1.0,1.0
Suriname,05,23.0,13.0,0.0,1.0,0.0
Suriname,06,515.0,492.0,0.024390243902439025,13.0,12.0
Suriname,07,1650.0,1135.0,0.01145374449339207,26.0,13.0
Suriname,08,4034.0,2384.0,0.018875838926174497,71.0,45.0
Suriname,09,4877.0,843.0,0.03914590747330961,104.0,33.0
Suriname,10,5203.0,326.0,0.02147239263803681,111.0,7.0
Suriname,11,5312.0,109.0,0.05504587155963303,117.0,6.0
Suriname,12,6210.0,898.0,0.005567928730512249,122.0,5.0
Sweden,02,14.0,14.0,,,
Sweden,03,4834.0,4820.0,0.07987551867219916,385.0,385.0
Sweden,04,21601.0,16767.0,0.13126975606846783,2586.0,2201.0
Sweden,05,38661.0,17060.0,0.10603751465416178,4395.0,1809.0
Sweden,06,67924.0,29263.0,0.03205412978847008,5333.0,938.0
Sweden,07,77076.0,9152.0,0.04479895104895105,5743.0,410.0
Sweden,08,84379.0,7303.0,0.01068054224291387,5821.0,78.0
Sweden,09,92863.0,8484.0,0.008486562942008486,5893.0,72.0
Sweden,10,124355.0,31492.0,0.0014289343325288963,5938.0,45.0
Sweden,11,243129.0,118774.0,0.00625557782006163,6681.0,743.0
Sweden,12,437379.0,194250.0,0.010532818532818533,8727.0,2046.0
Switzerland,01,,,,,
Switzerland,02,18.0,18.0,,,
Switzerland,03,16605.0,16587.0,0.02610478085247483,433.0,433.0
Switzerland,04,29586.0,12981.0,0.10045451043833295,1737.0,1304.0
Switzerland,05,30862.0,1276.0,0.14341692789968652,1920.0,183.0
Switzerland,06,31714.0,852.0,0.05046948356807512,1963.0,43.0
Switzerland,07,35232.0,3518.0,0.00511654349061967,1981.0,18.0
Switzerland,08,42177.0,6945.0,0.003599712023038157,2006.0,25.0
Switzerland,09,53282.0,11105.0,0.006123367852318776,2074.0,68.0
Switzerland,10,154251.0,100969.0,0.002208598678802405,2297.0,223.0
Switzerland,11,327072.0,172821.0,0.014569988600922342,4815.0,2518.0
Switzerland,12,452296.0,125224.0,0.022599501692966206,7645.0,2830.0
Syria,03,10.0,10.0,0.2,2.0,2.0
Syria,04,43.0,33.0,0.030303030303030304,3.0,1.0
Syria,05,122.0,79.0,0.02531645569620253,5.0,2.0
Syria,06,279.0,157.0,0.025477707006369428,9.0,4.0
Syria,07,757.0,478.0,0.07112970711297072,43.0,34.0
Syria,08,2765.0,2008.0,0.03436254980079681,112.0,69.0
Syria,09,4200.0,1435.0,0.06132404181184669,200.0,88.0
Syria,10,5728.0,1528.0,0.05759162303664921,288.0,88.0
Syria,11,7887.0,2159.0,0.05974988420565076,417.0,129.0
Syria,12,11434.0,3547.0,0.08288694671553426,711.0,294.0
Taiwan,01,10.0,9.0,,,
Taiwan,02,39.0,29.0,0.034482758620689655,1.0,1.0
Taiwan,03,322.0,283.0,0.014134275618374558,5.0,4.0
Taiwan,04,429.0,107.0,0.009345794392523364,6.0,1.0
Taiwan,05,442.0,13.0,0.07692307692307693,7.0,1.0
Taiwan,06,447.0,5.0,0.0,7.0,0.0
Taiwan,07,467.0,20.0,0.0,7.0,0.0
Taiwan,08,488.0,21.0,0.0,7.0,0.0
Taiwan,09,514.0,26.0,0.0,7.0,0.0
Taiwan,10,555.0,41.0,0.0,7.0,0.0
Taiwan,11,675.0,120.0,0.0,7.0,0.0
Taiwan,12,799.0,124.0,0.0,7.0,0.0
